"","Marital_Status","Income","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","ttlspend","ttlnum","age","child","familymember","Education_Master","Education_PhD","Education_undergraduate"
"1674",1,49090,3258,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,688,18,51,1,2,0,0,0
"1675",1,61787,3271,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,1319,18,15,0,1,1,0,0
"1676",2,18169,3408,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,21,3,17,1,3,0,1,0
"1677",1,24336,3584,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,31,3,21,1,2,0,0,1
"1678",2,18222,3458,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,67,5,12,0,2,0,0,0
"1679",1,62335,3315,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,708,19,50,1,2,0,0,0
"1680",2,42033,3561,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,25,3,31,2,4,0,0,1
"1681",2,86580,3400,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,746,11,19,0,2,0,1,0
"1682",1,41437,3558,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,4,45,2,3,0,1,0
"1683",1,73705,3029,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,1695,23,51,2,3,1,0,0
"1684",2,61064,3580,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,1080,23,26,1,3,0,0,0
"1685",2,38452,3004,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,6,47,2,4,1,0,0
"1686",1,18358,3134,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,57,7,13,1,2,0,0,0
"1687",2,55012,3013,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,660,19,29,1,3,0,1,0
"1688",2,9722,3548,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,103,7,29,1,3,0,0,1
"1689",2,38175,3192,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,153,8,18,1,3,0,1,0
"1690",2,58656,3560,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,1220,28,46,1,3,1,0,0
"1691",2,52117,3595,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,279,11,37,1,3,0,0,0
"1692",2,64813,3091,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,745,19,24,1,3,0,0,0
"1693",2,54222,3033,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,264,11,29,1,3,0,1,0
"1694",2,83512,2925,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,2157,21,16,0,2,0,0,0
"1695",2,77520,3218,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,1526,22,43,1,3,1,0,0
"1696",2,41154,3359,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,69,5,24,1,3,0,0,0
"1697",2,80398,3509,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,1597,25,36,0,2,0,0,0
"1698",1,18746,2944,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,64,6,10,1,2,0,0,1
"1699",2,35196,3506,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,497,12,18,1,3,0,0,0
"1700",1,60230,3318,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,1067,15,46,1,2,0,0,0
"1701",2,22108,2965,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,31,5,25,2,4,0,0,0
"1702",2,44392,3210,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,211,9,28,2,4,0,0,0
"1703",2,55424,3494,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,877,21,26,1,3,0,1,0
"1704",2,17688,3445,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,11,3,23,1,3,0,0,0
"1705",2,92491,3337,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,2034,24,19,0,2,0,1,0
"1706",1,90273,3110,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,1991,18,11,0,1,0,0,0
"1707",1,82571,3001,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,1686,24,40,0,1,0,1,0
"1708",1,38513,3065,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,324,12,20,1,2,0,1,0
"1709",1,16653,2985,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,69,6,23,1,2,1,0,0
"1710",2,42586,3521,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,11,47,2,4,0,0,0
"1711",1,23529,3451,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,4,37,1,2,0,0,1
"1712",2,74881,3391,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,964,23,41,2,4,1,0,0
"1713",2,71107,3410,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,1327,26,51,1,3,0,0,0
"1714",2,46910,3011,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,68,5,38,2,4,0,1,0
"1715",2,18690,3461,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,4,43,0,2,0,0,0
"1716",1,37244,3341,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,55,4,47,2,3,0,0,0
"1717",2,82427,3022,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,1456,20,36,0,2,0,0,0
"1718",1,75342,3332,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,563,17,44,1,2,0,0,1
"1719",1,70044,3409,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,1504,22,48,1,2,0,0,0
"1720",1,79146,2979,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,17,35,2,3,0,0,0
"1721",2,77437,3128,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,1125,22,39,0,2,0,0,0
"1722",2,54984,2949,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,358,13,43,1,3,0,0,0
"1723",2,42403,3113,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,42,4,31,1,3,0,1,0
"1724",2,55761,2979,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,184,8,38,1,3,0,0,0
"1725",2,37292,3350,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,460,14,19,1,3,0,0,0
"1726",1,45576,2945,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,145,7,57,0,1,0,1,0
"1727",2,70321,3442,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,1376,24,55,0,2,0,0,0
"1728",1,58086,3438,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,792,21,33,1,2,0,1,0
"1729",2,81795,3524,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,1382,22,50,0,2,0,0,0
"1730",2,28389,3499,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,28,3,55,0,2,0,0,1
"1731",2,66835,3187,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,1033,23,56,0,2,1,0,0
"1732",1,69901,3309,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,882,20,33,1,2,0,0,0
"1733",2,80360,3396,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,2231,13,53,0,2,0,1,0
"1734",2,63342,3534,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,1101,16,41,1,3,0,1,0
"1735",2,44989,3568,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,11,28,1,3,0,0,0
"1736",1,31859,3035,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,48,4,22,1,2,0,0,1
"1737",1,51569,3415,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,467,15,53,1,2,0,1,0
"1738",1,30372,3464,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,5,31,2,3,0,0,0
"1739",1,16014,3382,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,38,6,23,2,3,0,0,1
"1740",2,41120,3148,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,81,6,34,2,4,0,0,0
"1741",1,39763,3242,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,167,8,31,1,2,1,0,0
"1742",2,38725,2963,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,45,5,47,2,4,0,1,0
"1743",2,77981,3312,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,664,18,30,1,3,0,0,0
"1744",2,62905,3205,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,622,17,38,1,3,0,0,1
"1745",1,13533,3389,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,48,5,23,1,2,0,0,1
"1746",2,59481,3162,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,461,14,27,1,3,0,0,0
"1747",2,72117,3226,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,1073,25,25,1,3,0,0,0
"1748",2,21955,3208,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,55,6,16,1,3,0,0,1
"1749",2,67131,3373,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,976,23,46,1,3,0,0,0
"1750",1,36802,2926,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,20,4,22,1,2,0,1,0
"1751",2,71853,3330,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,1149,16,20,0,2,0,0,0
"1752",2,28249,2927,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,43,5,41,0,2,0,0,1
"1753",2,47808,3165,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,224,8,27,1,3,1,0,0
"1754",1,25509,3562,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,101,6,28,1,2,0,1,0
"1755",2,51012,3350,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,209,9,56,0,2,0,1,0
"1756",1,70596,3545,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,968,20,17,0,1,0,0,0
"1757",2,85431,3299,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,1165,16,50,0,2,0,1,0
"1758",2,42664,3016,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,24,4,35,1,3,0,0,0
"1759",2,42586,3521,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,11,47,2,4,0,0,0
"1760",1,29760,3582,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,165,8,17,1,2,0,0,0
"1761",2,28973,3537,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,269,11,25,0,2,0,1,0
"1762",2,39435,3240,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,102,6,29,1,3,0,1,0
"1763",2,65370,3245,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,461,18,18,0,2,0,0,1
"1764",1,20194,3472,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,47,5,23,1,2,0,0,1
"1765",1,42473,3045,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,144,7,26,2,3,0,1,0
"1766",2,64590,3536,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,1338,23,34,0,2,0,0,0
"1767",2,71232,3126,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,917,23,43,1,3,0,0,0
"1768",2,34600,3457,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,318,12,31,2,4,0,0,0
"1769",1,46904,3516,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,253,10,35,2,3,0,0,0
"1770",2,49094,3559,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,502,15,29,1,3,0,0,0
"1771",2,36075,3115,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,119,6,19,1,3,0,0,0
"1772",2,60839,3583,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,1250,16,23,2,4,0,0,1
"1773",2,77298,3152,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,969,23,23,1,3,0,0,0
"1774",2,34026,3241,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,6,52,2,4,0,0,0
"1775",1,48918,2991,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,5,39,2,3,0,1,0
"1776",2,82122,3231,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,1382,25,40,0,2,0,0,1
"1777",1,37697,3055,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,84,6,26,1,2,0,0,0
"1778",2,34074,3264,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,255,9,50,2,4,0,0,0
"1779",2,28520,3293,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,43,4,42,2,4,1,0,0
"1780",1,62535,3182,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,398,13,47,1,2,0,0,0
"1781",1,36273,2987,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,76,6,25,1,2,1,0,0
"1782",2,63404,2936,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,902,13,38,2,4,0,0,0
"1783",2,75774,2971,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,20,21,1,3,0,0,1
"1784",2,78416,2915,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,1179,24,26,1,3,0,0,0
"1785",2,75702,3536,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,1921,28,28,1,3,0,0,0
"1786",2,59385,3340,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,185,8,51,2,4,1,0,0
"1787",1,37070,3379,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,433,14,36,2,3,0,0,0
"1788",2,44689,3083,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,34,4,51,2,4,0,0,0
"1789",2,53977,3299,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,907,22,44,1,3,0,0,0
"1791",1,18701,3303,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,44,6,38,2,3,0,0,0
"1792",2,90369,2975,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,1588,16,46,0,2,0,0,0
"1793",1,63159,3514,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,1797,16,28,0,1,0,1,0
"1794",2,37758,3546,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,40,4,36,2,4,0,0,0
"1795",1,46757,3503,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1143,15,39,1,2,0,1,0
"1796",2,79734,2914,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,914,13,33,0,2,1,0,0
"1797",2,63207,3438,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,1502,11,10,0,2,0,0,0
"1798",1,72071,3413,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,1338,17,48,1,2,0,0,0
"1799",2,21840,3256,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,27,4,19,1,3,0,1,0
"1800",2,58582,3187,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,763,20,20,1,3,0,0,1
"1801",1,72282,3258,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,1331,21,51,0,1,0,0,0
"1802",2,50387,3215,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,525,16,46,2,4,0,0,0
"1803",2,32583,2927,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,9,3,41,2,4,0,1,0
"1804",2,62568,2996,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,953,13,40,1,3,0,0,0
"1805",1,44635,3174,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,68,5,31,2,3,1,0,0
"1806",1,33316,3181,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,131,7,31,2,3,1,0,0
"1807",2,63967,3237,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,882,20,34,1,3,0,0,0
"1808",2,52513,3576,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1149,23,24,0,2,0,0,1
"1809",2,25293,3200,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,37,4,33,1,3,0,0,0
"1810",1,54111,3221,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,388,13,37,1,2,0,1,0
"1811",2,78394,3412,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,1428,15,16,0,2,0,0,0
"1812",2,80739,3315,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,1633,23,44,0,2,1,0,0
"1813",2,22669,3316,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,173,7,27,1,3,1,0,0
"1814",1,29236,3177,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,99,7,15,1,2,0,0,0
"1815",2,44911,3384,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,215,9,43,1,3,0,0,0
"1816",2,54693,3410,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,929,23,40,1,3,0,1,0
"1817",2,48186,3014,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,219,9,28,1,3,0,0,0
"1818",2,54809,3204,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,174,8,25,2,4,0,0,0
"1819",2,41580,3479,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,92,6,24,2,4,0,0,0
"1820",2,80336,3206,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,1052,24,32,0,2,0,1,0
"1821",2,47743,3377,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,275,11,45,1,3,0,0,0
"1822",2,62972,3608,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,587,14,47,1,3,0,0,1
"1823",1,57333,3558,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,1662,22,48,1,2,0,1,0
"1824",2,32313,3416,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,159,8,20,1,3,0,1,0
"1825",1,84953,3304,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,1024,17,49,0,1,1,0,0
"1826",1,27071,2980,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,35,5,34,1,2,1,0,0
"1827",2,68148,3215,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,1042,14,45,0,2,1,0,0
"1828",2,65735,3117,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,395,14,37,2,4,1,0,0
"1829",2,86836,3568,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,557,22,27,0,2,0,1,0
"1830",2,4023,2919,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,9,0,39,2,4,0,1,0
"1831",2,30093,3269,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,69,5,12,0,2,0,0,0
"1832",2,57705,3082,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,486,15,36,1,3,0,1,0
"1833",1,25008,3060,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,34,4,14,1,2,0,0,0
"1834",1,83257,3562,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,1365,27,7,0,1,0,0,1
"1835",2,22280,3319,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,13,3,27,1,3,0,0,0
"1836",2,72159,3521,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,1401,20,24,0,2,0,1,0
"1837",2,64260,3447,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,1574,13,41,0,2,0,0,0
"1838",1,82733,3205,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,1323,19,18,0,1,0,1,0
"1839",1,74290,3234,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,1217,28,31,1,2,1,0,0
"1840",1,58217,3502,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,103,6,51,3,4,1,0,0
"1841",2,21024,3273,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,84,6,26,0,2,1,0,0
"1842",2,70116,3432,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,1536,22,30,0,2,0,1,0
"1843",2,54006,3562,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,581,16,17,1,3,0,0,0
"1844",2,69063,3512,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,928,13,36,1,3,0,1,0
"1845",1,11448,3109,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,14,3,27,0,1,0,0,1
"1846",1,61825,3239,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,424,14,23,1,2,0,0,0
"1847",2,70886,3171,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,960,13,31,1,3,0,0,0
"1848",2,69109,3510,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,1555,19,20,0,2,0,0,0
"1849",1,60208,3543,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,656,18,29,2,3,0,0,0
"1850",2,32889,3209,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,6,34,2,4,1,0,0
"1851",1,34738,2962,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,20,4,18,1,2,0,0,0
"1852",2,30538,3549,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,367,13,31,1,3,1,0,0
"1853",2,82326,3024,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,2257,21,25,0,2,0,0,1
"1854",1,26642,3033,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,42,5,35,1,2,0,1,0
"1855",1,69932,3295,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,1049,24,38,1,2,0,0,0
"1856",1,44503,2987,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,48,5,30,2,3,0,0,0
"1857",1,60200,3456,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,685,19,54,1,2,0,1,0
"1858",1,49638,2984,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,39,4,50,1,2,0,0,0
"1859",1,23830,3055,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,43,4,15,0,1,0,0,1
"1860",1,33051,3595,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,835,18,43,0,1,1,0,0
"1861",2,72905,3072,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,1515,19,44,0,2,0,0,0
"1862",2,69702,3408,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,1039,24,51,1,3,0,1,0
"1863",1,70300,3262,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,1596,23,27,1,2,0,0,0
"1864",2,70643,3535,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,1828,17,18,0,2,0,1,0
"1865",2,30396,2973,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,34,4,33,1,3,0,1,0
"1866",1,50616,2985,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,149,8,34,1,2,0,1,0
"1867",1,62772,3319,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,946,22,33,1,2,1,0,0
"1868",1,30298,2954,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,28,5,17,0,1,0,1,0
"1869",1,52413,3516,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,450,15,18,1,2,0,0,0
"1870",2,44155,3074,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,46,4,45,2,4,0,1,0
"1871",1,86979,3147,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,1702,15,31,0,1,0,1,0
"1872",2,76532,3206,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,820,21,27,2,4,0,0,0
"1873",2,42081,3401,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,382,13,20,1,3,0,0,0
"1874",2,67546,3580,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,2126,19,14,0,2,0,1,0
"1875",2,88420,2971,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,2069,19,13,0,2,1,0,0
"1876",2,31158,3431,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,72,5,17,1,3,0,0,0
"1877",1,61671,2939,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,732,20,34,1,2,0,0,0
"1878",1,69719,2947,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,801,10,28,0,1,0,0,0
"1879",1,49160,3165,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,236,10,53,1,2,0,0,0
"1880",2,24882,3571,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,80,4,24,1,3,0,0,1
"1881",1,90933,3003,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,1685,14,48,0,1,0,1,0
